region_name,Station,longitude,latitude,date,time,Twilight,net,mesh (um),net diamter (m),tow depth (m),bottom depth(m),volume (m3),CTD,Polychaeta,Amphipoda,Cirripedia,Cladocera,Copepoda,Cumacea,Anomura,Brachyura,Caridea,Pleocyemata,Euphausiacea,Isopoda,Mysida,Ostracoda,Bryozoa,Chaetognatha,Anthozoa,Hydromedusa,Siphonophora,Scyphozoa,Ctenophora,Echinodermata,Bivalva,Cephalopoda,Gastropoda,Pteropoda,Nemertea,Phoronida,Pisces,Platyhelminthes,Protozoa,Sipuncula,Appendicularia,Thaliacea,Animalia
Queen Charlotte Strait,63,-127.333,50.767,04/07/1983,9:50,Daylight,SCOR VNH,236,0.5,246,251,48.7,63,0,3.93215,0,0,86.95294,0,0,0,0.2731,0.12673,10.61939,0,0,0,0,5.7055,0,0.04517,0,0,0,0,0,0.05749,0,0,0,0,3.8308,0,0,0,0.10513,0,0
Northern Vancouver Island Shelf,68,-128.405,51.482,05/07/1983,1:00,Night,SCOR VNH,236,0.5,175,183,34.3,68,0,0.12595,0,0,28.33551,0,0,0,0,0,1.43032,0,0.30227,0,0,0.53345,0,2.29971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hecate Strait,70,-128.892,51.707,05/07/1983,3:45,Daylight,SCOR VNH,236,0.5,45,49,10,70,0,0,0,0.32,26.09544,0,0,0,0,0.0324,6.9632,0,0,0,0,0.0252,0,39.395,0,0,1.5232,0,0,0,0,6.528,0,0,0,0,0,0,1.792,0,0
Hecate Strait,72,-129.457,51.922,05/07/1983,7:00,Daylight,SCOR VNH,236,0.5,213,225,60.6,72,0,0.25083,0,0,22.55278,0,0,0,0,0.00535,0.6505,0,0,0,0,1.37332,0,0.38119,0,0,0,0,0,0.0462,0,0.08977,0,0,1.53927,0,0,0,0,0,0
Hecate Strait,77,-130.35,53.092,05/07/1983,16:30,Daylight,SCOR VNH,236,0.5,202,204,48.9,77,0,0,0,0,28.31211,0,0,0,0,0,4.38944,0,0,0,0,0.87486,0,4.68916,0,0,0,0,0,0,0,0.22249,0,0,0,0,0,0,0,0.03067,0
Hecate Strait,78,-130.25,53.32,05/07/1983,18:45,Daylight,SCOR VNH,236,0.5,103,111,23.1,78,0,0.09351,0.88658,0,67.04132,0,0,0,0,0.08416,3.21385,0,0,0,0,0.52394,0,2.16234,0.43844,0,0.22442,0.18618,0.0133,0,0,1.88398,0,0,0,0,0,0,2.99221,0,0
Hecate Strait,84,-130.85,53.23,06/07/1983,0:30,Night,SCOR VNH,236,0.5,113,121,20,84,0.176,1.3096,0.32,0.4,10.9561,0,0,0,0,0.2778,0.3076,0,0,0,0,0.0714,0,3.465,5.2224,0,0.2592,0,0.00192,0,0,2.992,0,0,0,0,0,0,2.384,2.4,0
Hecate Strait,136,-130.467,54.203,10/07/1983,9:30,Daylight,SCOR VNH,236,0.5,77,97,27.8,136,0,1.45742,0.50648,0.58705,4.30687,0,0,0,0,0.26921,7.86878,0,0,0,0,0.65946,0,61.71943,43.98004,0,0.18647,0.11603,0.00553,0,0,4.01726,0,0,26.84317,0,0,0,0.02302,0,0
Vancouver Island Inlets,Z01,-124.417,48.583,28/10/1983,16:45,Daylight,Bongo VNH,250,0.56,70,80,11.18,,0,5.88479,0.28623,0,19.6537,0,0,0,0,1.85474,0.18604,0,0.03435,0,0,25.32648,0,8.17799,0.18318,0,0.2644,0,0,0,0,3.40608,0,0,0,0,0,0,1.20215,0,0
Juan de Fuca,Z02,-124.458,48.552,28/10/1983,17:45,Daylight,Bongo VNH,250,0.56,180,190,86.17,,0,0.7672,0.14854,0,11.54555,0,0,0,0,0.02632,24.2198,0,0.00891,0,0,27.03623,0,3.62447,0.21218,0,0,0,0,0,0,0.50505,0,0,0,0,0,0,1.24777,0,0
Southern Vancouver Island Shelf (Stations B and D),Z03,-124.82,48.527,28/10/1983,18:50,Daylight,Bongo VNH,250,0.56,70,80,17.97,,0,2.74591,0.07123,0,10.9988,0,0,0,0,0,2.52643,0,0.04274,0,0,38.3034,0,2.22593,0.56984,0,0,0,0,0,0,5.29772,0,0,0,0,0,0,0.32721,0,0
Southern Vancouver Island Shelf (Station C),Z04,-125.462,48.417,01/11/1983,1:30,Night,Bongo VNH,250,0.56,125,135,82.51,,0.13652,0.79738,0,0,7.59827,0,0,0,0,0.0005,1.09247,0,0.00233,0,0,35.8248,0,0,0.05077,0,0,0,0,0,0,4.56818,0,0,0,0,0,0,0.97734,0.01818,0
Southern Vancouver Island Shelf (Stations B and D),Z05,-125.65,48.517,01/11/1983,19:15,Night,Bongo VNH,250,0.56,75,85,68.94,,0.01021,0.23858,0,0,2.84633,0,0,0,0,0.00059,0.05547,0,0,0,0,15.91134,0,0.12939,0.41427,0,0.583,0,0,0,0,3.00523,0,0,0,0,0,0,0.87728,0.02176,0
Southern Vancouver Island Shelf (Stations B and D),Z06,-126.05,48.483,02/11/1983,2:10,Night,Bongo VNH,250,0.56,160,170,135.31,,0.03344,0.48709,0,0,1.9645,0,0,0,0,0.0003,10.57143,0,0,0,0,20.637,0,0.21417,0.03275,0,0.00928,0,0,0,0,4.86586,0,0,0,0,0,0,0.49664,0.01109,0
Southern Vancouver Island Shelf (Stations B and D),Z07,-126.5,48.333,02/11/1983,20:00,Night,Bongo VNH,250,0.56,250,1200,124.68,,0.01077,0.00805,0,0,1.63801,0,0,0,0.00521,0,1.39606,0,0,0.17966,0,1.92981,0,2.67661,0.16426,0,0,0,0.00062,0,0,0.24623,0,0,0,0,0,0,0.0539,0,0
Southern Vancouver Island Shelf (Stations B and D),Z08,-125.967,49,03/11/1983,1:30,Night,Bongo VNH,250,0.56,250,179,124.68,,0,0.00128,0.01283,0,0.94959,0,0,0,0,0.08316,0.00962,0,0,0,0,2.59608,0,0,0.04107,0,0,0,0.00046,0,0,0.22907,0,0,0,0,0,0,0.08085,0,0
Southern Vancouver Island Shelf (Stations B and D),Z09,-126.283,49,03/11/1983,3:20,Night,Bongo VNH,250,0.56,80,90,36.67,,0.00117,0,0,0,4.56817,0,0,0,0,0.28274,1.95605,0,0,0,0,16.83371,0,0,0.39095,0,0,0,0.00209,0,0,6.40033,0,0,0,0,0,0,1.09954,0,0
Southern Vancouver Island Shelf (Stations B and D),Z10,-126.55,49,03/11/1983,4:50,Night,Bongo VNH,250,0.56,130,140,91.67,,0.00047,0.01209,0,0,1.91112,0,0,0,0,0,0.23083,0,0,0,0,1.1318,0,0.03513,0,0,0,0,0,0,0,0.46209,0,0,0,0,0,0,0.21992,0.01636,0
Southern Vancouver Island Shelf (Stations B and D),Z11,-126.933,49,03/11/1983,6:25,Daylight,Bongo VNH,250,0.56,250,1000,118.81,,0,0.0111,0,0,1.07538,0,0,0,0.00547,0,0.5212,0,0,0.18854,0,1.00681,0,0.08131,0.09057,0,0,0,0.00016,0,0,0.09326,0,0,0,0,0,0,0.02828,0,0
Southern Vancouver Island Shelf (Stations B and D),Z12,-126.733,49.5,03/11/1983,9:30,Daylight,Bongo VNH,250,0.56,35,40,30.07,,0,0,0.31926,0,7.0964,0,0,0,0,0,0,0,0,0,0,380.31578,0,0.26605,0.40865,0,0,0.01788,0.03767,0,0,1.26638,0,0,0,0,0,0,0.07449,0,0
Northern Vancouver Island Shelf,Z13,-126.9,49.5,03/11/1983,10:15,Daylight,Bongo VNH,250,0.56,80,90,42.9,,0,0.07203,0,0,4.6391,0,0,0,0,0,0.28345,0,0,0,0,25.5655,0,0.64102,0.28643,0,0.24168,0,0.00582,0,0,2.21026,0,0,0.27179,0,0,0,0.02984,0,0
Northern Vancouver Island Shelf,Z14,-127.233,49.5,03/11/1983,11:45,Daylight,Bongo VNH,250,0.56,160,170,74.81,,0.40904,0.05775,0.54752,0,3.29732,0,0,0,0,0,0.34487,0,0,0.08555,0,0.76072,0,0.12913,0.23394,0,0,0,0.0018,0,0,0.79989,0,0,0,0,0,0,0.00428,0.0802,0
Northern Vancouver Island Shelf,Z15,-127.567,49.5,03/11/1983,13:20,Daylight,Bongo VNH,250,0.56,250,1200,99.01,,0.20604,0.02182,0,0,1.69005,0,0,0,0,0,0.33542,0,0,0.45248,0,4.88897,0,0,0,0,0,0,0,0,0,0.14524,0,0,0,0,0,0,0.01293,0.01515,0
Northern Vancouver Island Offshore,P08,-128.667,48.817,24/05/1984,0:48,Night,Bongo VNH,236,0.56,250,2440,25.02,,0,16.6179,0,0,43.0991,0,0,0,0,0,2.78017,0,0,1.91847,0,6.75692,0,9.39089,0.08185,0,0,0,0,0,0,6.04316,0,0,0.85132,0,0,0,0,0.1279,0
Southern Vancouver Island Offshore,P05,-127.167,48.71,24/05/1984,8:05,Daylight,Bongo VNH,236,0.56,250,2440,35.86,,0.39955,6.94836,0,0,46.78224,0,0,0,0,0,0.87116,0,0,1.42777,0,5.84562,0,5.42554,0.05711,0,0,0,0,0,0,5.43001,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.482,10/04/1985,11:23,Daylight,Bongo VNH,236,0.58,148,150,24.7,,0,0.6996,0.10364,0,49.67247,0,0,0.43473,0.16661,0,1.80485,0,0,0.25911,0,6.66462,0,0,0,0,0,0,0,0,0,0.66073,0,0,0.94413,0,0,0,0.86607,0,0
Southern Vancouver Island Shelf (Stations B and D),B4,-125.452,48.687,10/04/1985,14:43,Daylight,Bongo VNH,236,0.58,165,170,18.8,,0.3617,0.22979,0.17021,0,6.36403,0,0,0.55607,0.03447,0,0.13404,0,0,0,0,2.68234,0,0,0,0,0,0,0,0,0,0.07234,0,0,2.48085,0,0,0,0.24681,0,0
Southern Vancouver Island Shelf (Stations B and D),B2,-125.367,48.748,10/04/1985,15:30,Daylight,Bongo VNH,236,0.58,98,100,16.3,,0,0,1.57055,0,93.36402,0,0,1.3481,0.03975,0,0.67141,0,0,0,0,2.04541,0,5.66871,0,0,0,0,0,0,0,4.00491,0,0,0,0,0,0,0.35632,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.347,48.391,11/04/1985,18:06,Daylight,Bongo VNH,236,0.58,117,120,19.5,,0.17897,3.80718,1.31282,0,40.18696,0,0,0.57621,0.06646,0,5.55939,0,0,0,0,10.95549,0,0,0,0,0,0,0,0,0,4.12718,0,0,1.1959,0,0,0,0.08779,0,0
Southern Vancouver Island Shelf (Stations B and D),B3,-125.653,48.851,12/04/1985,4:02,Night,Bongo VNH,236,0.58,84,85,14,,0,0,0,0,23.54675,0,0,1.20385,0.18514,0,0.41485,0,0,0,0,1.89144,0,0,0,0,0,0.0768,0,0,0,0.38857,0,0,0,0,0,0,0.25943,0,0
Southern Vancouver Island Shelf (Stations B and D),B5,-125.771,48.677,12/04/1985,5:31,Daylight,Bongo VNH,236,0.58,90,90,15,,0.04693,0,0.17067,0,46.384,0,0,1.19467,0.1728,0,0.4096,0,0,0,0,3.71813,0,0.50667,0,0,0,0,0,0,0,1.26933,0,0,4.39467,0,0,0,0.33066,0,0
Southern Vancouver Island Shelf (Stations B and D),B6,-125.9,48.608,12/04/1985,6:25,Daylight,Bongo VNH,236,0.58,86,95,14.3,,0,0,0.02238,0,12.27174,0,0,0,0.36058,0,0.06797,0,0,0,0,4.64139,0,0.26573,0.04084,0,0,0,0,0,0,0.95105,0,0,0,0,0,0,0.3021,0,0
Southern Vancouver Island Shelf (Stations B and D),A1,-126.118,48.491,12/04/1985,7:58,Daylight,Bongo VNH,236,0.58,227,230,37.8,,0.01799,0.86032,0,0,4.53405,0,0,0,0.03333,0,0.04634,0,0,0.02116,0,2.7563,0,0,0.04063,0,0,0,0,0,0,0.20318,0,0,0.01693,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),A2,-126.063,48.378,12/04/1985,8:55,Daylight,Bongo VNH,236,0.58,384,400,64,,0.78763,0.56637,0,0,10.58455,0,0,0,0.22531,0,0.00675,0,0,0.25,0,0.73488,0,0,0.09156,0,0,0,0,0,0,0.1275,0,0,0.72875,0,0,0,0.0135,0,0
Southern Vancouver Island Shelf (Stations B and D),A3,-126.263,48.412,12/04/1985,10:24,Daylight,Bongo VNH,236,0.58,625,900,104.1,,0.11174,0.82066,0,0,8.58349,0,0,0.01914,0.04976,0,0.06908,0,0.19919,0.82997,0,5.8252,0,0.06186,0.08334,0,0,0,0,0,0,1.19193,0,0,0.41537,0,0,0,0.00615,0,0
Southern Vancouver Island Offshore,A4,-126.667,48.25,12/04/1985,13:17,Daylight,Bongo VNH,236,0.58,700,2000,116.6,,0.3268,0.35969,0,0,4.71424,0,0,0,0,0,0.01839,0,0.09605,0.3705,0,3.34639,0,0.38664,0.08076,0,0,0,0,0,0,0.69914,0,0,0.2,0,0,0,0.00741,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,09/06/1985,10:23,Daylight,Bongo VNH,236,0.56,52,150,14.15,1,0,2.32481,0,0,44.22454,0,0,0,0,0.27477,4.92551,0,0,0,0,3.63604,0,0,0,0,0,0,0,0,0,0.38445,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,09/06/1985,10:40,Daylight,Bongo VNH,236,0.56,136,150,56.26,1,0,1.39979,0,0,32.03829,0,0,0,0,0.2246,2.71042,0,0,0,0,394.50037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C4,-125.183,48.438,09/06/1985,15:15,Daylight,Bongo VNH,236,0.56,48,161,8.31,2,0,0,0,0,180.24201,0,0,0,0,0.81877,59.85655,0,0,0,0,5.55957,0,16.6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C4,-125.183,48.438,09/06/1985,15:40,Daylight,Bongo VNH,236,0.56,145,161,40.69,2,0,1.85431,0,0,53.24169,0,0,0,0,0,1.67363,0,0,0,0,8.2899,0,2.83854,0,0,0,0,0,0,0,0,0,0,0.28656,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.338,48.398,09/06/1985,18:08,Daylight,Bongo VNH,236,0.56,50,120,14.51,3,0,0,0.35286,0,68.97588,0,0,0,0,0.35727,10.9122,0,0,0,0,4.19711,0,1.59201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.338,48.398,09/06/1985,18:18,Daylight,Bongo VNH,236,0.56,120,120,30.61,3,0,2.14936,0,0,27.25209,0,0,0,0,0.08468,1.30467,0,0,0,0.00544,1.86514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),4,-125.327,48.475,10/06/1985,11:00,Daylight,Bongo VNH,236,0.56,55,165,12.74,4,0,0,0,0,66.7018,0,0,0,0,0.38148,1.75322,0,0,0,0,2.53077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),4,-125.327,48.475,10/06/1985,11:18,Daylight,Bongo VNH,236,0.56,153,165,35.19,4,0,0.21313,0,0,111.24093,0,0,0,0,0.31304,2.10924,0,0,0,0,287.87722,0,0,0,0,0,0,0,0.0341,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),5,-125.307,48.43,10/06/1985,12:51,Daylight,Bongo VNH,236,0.56,49,185,13.98,5,0,4.70615,0,0,71.73661,0,0,0,0,0.18541,6.04292,0,0,0,0,3.55508,0,1.65236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),5,-125.307,48.43,10/06/1985,12:58,Daylight,Bongo VNH,236,0.56,160,185,55.91,5,0.06081,0.15453,0,0,73.66726,0,0,0,0,0.17965,2.44142,0,0,0,0,9.72213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),B1,-125.653,48.853,10/06/1985,20:05,Daylight,Bongo VNH,236,0.56,50,148,11.35,6,0,0,3.60881,0,96.86354,0,0,0,0,1.19894,4.8423,0,0,0,0,0.74009,0,6.10573,0,0,0,0,0,0,0,17.25463,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),B1,-125.653,48.853,10/06/1985,20:15,Daylight,Bongo VNH,236,0.56,145,148,33.26,6,0,7.91245,2.15514,0,62.71219,0,0,0,0,0.43836,4.7822,0,0.07216,0,0,10.94408,0,1.38906,0,0,0,0,0,0,0,13.73903,0,0,0,0,0,0,0.07697,0,0
Southern Vancouver Island Shelf (Station C),7,-125.458,48.437,11/06/1985,16:30,Daylight,Bongo VNH,236,0.56,50,167,11.35,7,0,0,0,0,27.6063,0,0,0,0,0.11419,0.60899,0,0,0,0,2.79507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),7,-125.458,48.437,11/06/1985,16:45,Daylight,Bongo VNH,236,0.56,159,167,41.75,7,0,0,0,0,79.04602,0,0,0,0,0.2561,2.02404,0,0,0,0,11.5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,11/06/1985,19:05,Daylight,Bongo VNH,236,0.56,52,150,18.75,8,0,0,0,0,17.024,0,0,0,0,0.38016,0.19925,0,0,0,0,0.34645,0,1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,11/06/1985,19:20,Daylight,Bongo VNH,236,0.56,141,150,39.63,8,0,1.82367,0,0,103.00473,0,0,0,0,0.57229,4.99611,0,0,0,0,16.95685,0,1.84457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C4,-125.187,48.44,11/06/1985,20:11,Daylight,Bongo VNH,236,0.56,50,163,14.15,9,0,0,0,0,96.98533,0,0,0,0,0.38926,2.8393,0,0,0,0,7.39576,0,22.85512,0,0,0,0,0,0,0,3.84452,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C4,-125.187,48.44,11/06/1985,20:21,Daylight,Bongo VNH,236,0.56,150,163,42.11,9,0,0,0,0,137.22429,0,0,0,0,0.25391,0.5289,0,0,0,0,13.2873,0,2.74282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.348,48.397,12/06/1985,10:12,Daylight,Bongo VNH,236,0.56,50,120,7.78,10,5.54447,8.45656,0,0,78.87886,0,0,0,0,1.20771,3.04164,0,0,0,0,2.83419,0,5.9383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.348,48.397,12/06/1985,10:20,Daylight,Bongo VNH,236,0.56,118,120,19.46,10,0,10.41706,0,0,56.63391,0,0,0,0,0.43289,4.34779,0.1184,0,0,0,413.81294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),11,-125.388,48.333,12/06/1985,11:19,Daylight,Bongo VNH,236,0.56,50,120,8.85,11,0,0,0,0,60.74177,0,0,0,0,1.06169,8.78554,0,0,0,0,0.01266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),11,-125.388,48.333,12/06/1985,11:25,Daylight,Bongo VNH,236,0.56,120,120,17.34,11,0,0.3737,0,0,89.40171,0,0,0,0,0.54187,9.46021,0,0,0,0,14.89619,0,1.33218,0,0,0,0,0,0,0,2.5098,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),12,-125.392,48.313,12/06/1985,13:30,Daylight,Bongo VNH,236,0.56,54,116,13.8,12,0,0,0,0,89.15316,0,0,0,0,0.46957,4.46203,0,0,0,0,8.1413,0,8.36957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),12,-125.392,48.313,12/06/1985,13:30,Daylight,Bongo VNH,236,0.56,103,116,21.23,12,0,0,0,0,99.83046,0,0,0,0,0.1984,2.90419,0,0,0,0,5.2683,0,1.08808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),13,-125.403,48.483,12/06/1985,15:30,Daylight,Bongo VNH,236,0.56,50,155,10.61,13,0,0,0,0,58.17787,0,0,0,0,0.39698,6.52667,0,0,0,0,2.77097,0,8.70877,0,0,0,0,0,0,0,0.51272,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),13,-125.403,48.483,12/06/1985,15:36,Daylight,Bongo VNH,236,0.56,140,155,31.49,13,0,0.10098,0,0,144.53154,0,0,0,0,0.25722,3.18108,0,0,0,0,20.54119,0,0.73357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,13/06/1985,12:58,Daylight,Bongo VNH,236,0.56,50,150,8.85,14,0,0.92927,0.21695,0,24.48888,0,0,0,0,0.47593,38.09176,0.03254,0,0,0.0047,1.33514,0,0,5.29718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,13/06/1985,13:08,Daylight,Bongo VNH,236,0.56,150,150,26.89,14,0,0.8836,0.0476,0,74.25664,0,0,0,0,0.49401,5.60879,0,0,0,0,11.02142,0,0.89997,3.4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357,0,0
Southern Vancouver Island Shelf (Station C),15,-125.483,48.463,13/06/1985,15:03,Daylight,Bongo VNH,236,0.56,49,145,11.35,15,0,0,0,0,153.69954,0,0,0,0,0.77075,2.01586,0,0,0,0,1.21868,0,2.03524,0,0,0,0,0,0,0,1.91718,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),15,-125.483,48.463,13/06/1985,15:19,Daylight,Bongo VNH,236,0.56,143,145,45,15,0,0.048,0,0,70.3767,0,0,0,0,0.576,4.39521,0,0,0,0,23.14666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),16,-125.037,48.138,14/06/1985,17:10,Daylight,Bongo VNH,236,0.56,50,225,12.74,16,0,5.16421,0,0,37.66646,0,0,0,0,0.0763,1.83549,0.18085,0,0,0,3.76703,0,0,0,0,0,0,0,0,0,0.854,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),16,-125.037,48.138,14/06/1985,17:17,Daylight,Bongo VNH,236,0.56,232,242,62.63,16,0,0.27399,0,0,43.65764,0,0,0,0,0.03621,1.38783,0,0,0,0,1.97163,0,0.03034,0.04678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),17,-125.067,48.177,14/06/1985,18:16,Daylight,Bongo VNH,236,0.56,50,215,13.09,17,0,0,0,0,57.13003,0,0,0,0,25.34576,1.79312,0,0,0,0,2.70053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),17,-125.067,48.177,14/06/1985,18:25,Daylight,Bongo VNH,236,0.56,182,215,58.21,17,0,1.24157,0,0,36.48578,0,0,0,0,0.10576,8.79066,0,0,0,0,8.55166,0,0.0189,0.10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,16/06/1985,8:08,Daylight,Bongo VNH,236,0.56,50,150,18.05,18,0,3.64499,0,0,67.50402,0,0,0,0,0.52055,15.98759,0,0,0,0,3.66482,0,1.27978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),C1,-125.255,48.483,16/06/1985,8:19,Daylight,Bongo VNH,236,0.56,145,150,47.41,18,0,0.09112,0,0,66.09334,0,0,0,0,0.17085,1.83717,0,0,0,0,7.2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),19,-125.512,48.273,16/06/1985,10:34,Daylight,Bongo VNH,236,0.56,50,130,15.21,19,0,0.14201,0,0,89.40653,0,0,0,0,0.21302,0.52597,0,0,0,0,6.28205,0,3.1624,0,0,0,0,0,0,0,0.71532,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),19,-125.512,48.273,16/06/1985,10:42,Daylight,Bongo VNH,236,0.56,126,130,31.84,19,0,0.575,0,0,55.17561,0,0,0,0,0.17299,0.98518,0,0,0,0,10.84956,0,0.7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),20,-125.213,48.182,16/06/1985,13:01,Daylight,Bongo VNH,236,0.56,53,200,16.63,20,0,0,0,0,58.42375,0,0,0,0,0.23379,0.2439,0,0,0,0,2.5887,0,1.38906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),20,-125.213,48.182,16/06/1985,13:25,Daylight,Bongo VNH,236,0.56,227,237,92,20,0,0,0,0,23.70562,0,0,0,0,0.10565,0.2473,0,0,0,0,3.66739,0,5.53805,0.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),21,-125.333,48.167,16/06/1985,17:40,Daylight,Bongo VNH,236,0.56,29,179,12.74,21,0,0,4.42072,0.65306,64.60912,0,0,0,0,0.0763,4.42072,0,0,0,0,7.66483,0,12.69231,0,0,0.09859,0,0,0,0,4.27002,0,0,0,0,0,0,0.20094,0,0
Southern Vancouver Island Shelf (Stations B and D),22,-125.033,48.067,16/06/1985,19:17,Daylight,Bongo VNH,236,0.56,45,59,12.74,22,0,2.5821,0.40188,0,51.84016,0,0,0,0,0.12716,0.64804,0,0,0,0,2.28022,0,1.81319,0,0,0,0,0,0,0,1.281,0,0,0,0,0,0,0.05024,0,0
Southern Vancouver Island Shelf (Station C),23,-125.24,48.355,17/06/1985,20:45,Daylight,Bongo VNH,236,0.56,50,184,11.35,23,0,11.5933,0,0,118.96345,0,0,0,0,0.19982,2.1096,0,0,0,0,12.85903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Station C),23,-125.24,48.355,17/06/1985,21:00,Daylight,Bongo VNH,236,0.56,167,184,37.86,23,0,0.19809,0,0,49.58738,0,0,0,0,0.31664,2.20814,0,0,0,0,15.5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington/Oregon Shelf,24,-124.878,47.927,18/06/1985,7:52,Daylight,Bongo VNH,236,0.56,50,88,13.8,24,0,0,0,0,58.29675,0,0,0,0,0.04696,0.02087,0,0,0,0,5.40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington/Oregon Shelf,24,-124.878,47.927,18/06/1985,8:02,Daylight,Bongo VNH,236,0.56,85,88,22.29,26,0,0.19381,0,0,49.80652,0,0,0,0,0.07268,0.07752,0,0,0,0,3.56438,0,2.07268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),25,-125.187,48.112,18/06/1985,11:47,Daylight,Bongo VNH,236,0.56,50,125,12.74,25,0,0,0,0,110.24074,0,0,0,0,0.0763,0.26876,0,0,0,0,2.55494,0,5.43956,0,0,0,0,0,0,0,0.854,0,0,0,0,0,0,0,0,0
